Date,Event,Opponent,Map,Result,W/L,Group,Team
11/05/24,ESL Pro League Season 19,Astralis,Mirage,9 - 13,L,europa_1,Vitality
10/05/24,ESL Pro League Season 19,FaZe,Vertigo,13 - 10,W,europa_1,Vitality
10/05/24,ESL Pro League Season 19,FaZe,Nuke,13 - 3,W,europa_1,Vitality
28/04/24,ESL Pro League Season 19,The MongolZ,Nuke,13 - 6,W,europa_1,Vitality
28/04/24,ESL Pro League Season 19,The MongolZ,Mirage,13 - 10,W,europa_1,Vitality
25/04/24,ESL Pro League Season 19,BetBoom,Anubis,13 - 9,W,europa_1,Vitality
25/04/24,ESL Pro League Season 19,BetBoom,Mirage,13 - 4,W,europa_1,Vitality
23/04/24,ESL Pro League Season 19,Sharks,Mirage,13 - 3,W,europa_1,Vitality
23/04/24,ESL Pro League Season 19,Sharks,Vertigo,13 - 11,W,europa_1,Vitality
30/03/24,PGL CS2 Major Copenhagen 2024,FaZe,Inferno,8 - 13,L,europa_1,Vitality
30/03/24,PGL CS2 Major Copenhagen 2024,FaZe,Vertigo,13 - 5,W,europa_1,Vitality
30/03/24,PGL CS2 Major Copenhagen 2024,FaZe,Nuke,7 - 13,L,europa_1,Vitality
28/03/24,PGL CS2 Major Copenhagen 2024,Cloud9,Anubis,13 - 2,W,europa_1,Vitality
28/03/24,PGL CS2 Major Copenhagen 2024,Cloud9,Inferno,13 - 8,W,europa_1,Vitality
23/03/24,PGL CS2 Major Copenhagen 2024,Complexity,Anubis,13 - 10,W,europa_1,Vitality
23/03/24,PGL CS2 Major Copenhagen 2024,Complexity,Vertigo,7 - 13,L,europa_1,Vitality
23/03/24,PGL CS2 Major Copenhagen 2024,Complexity,Inferno,19 - 16,W,europa_1,Vitality
22/03/24,PGL CS2 Major Copenhagen 2024,Imperial,Overpass,13 - 9,W,europa_1,Vitality
21/03/24,PGL CS2 Major Copenhagen 2024,The MongolZ,Nuke,13 - 9,W,europa_1,Vitality
21/03/24,PGL CS2 Major Copenhagen 2024,Eternal Fire,Inferno,10 - 13,L,europa_1,Vitality
21/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,ENCE,Nuke,13 - 4,W,europa_1,Vitality
21/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,ENCE,Vertigo,13 - 6,W,europa_1,Vitality
20/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,Cloud9,Anubis,5 - 13,L,europa_1,Vitality
20/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,Cloud9,Inferno,13 - 8,W,europa_1,Vitality
20/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,Cloud9,Overpass,8 - 13,L,europa_1,Vitality
19/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,HEROIC,Overpass,13 - 3,W,europa_1,Vitality
19/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,GamerLegion,Nuke,13 - 2,W,europa_1,Vitality
05/02/24,IEM Katowice 2024,HEROIC,Vertigo,13 - 16,L,europa_1,Vitality
05/02/24,IEM Katowice 2024,HEROIC,Anubis,13 - 11,W,europa_1,Vitality
05/02/24,IEM Katowice 2024,HEROIC,Mirage,14 - 16,L,europa_1,Vitality
03/02/24,IEM Katowice 2024,ENCE,Nuke,8 - 13,L,europa_1,Vitality
03/02/24,IEM Katowice 2024,ENCE,Anubis,13 - 4,W,europa_1,Vitality
03/02/24,IEM Katowice 2024,ENCE,Vertigo,6 - 13,L,europa_1,Vitality
27/01/24,BLAST Premier Spring Groups 2024,Astralis,Nuke,13 - 6,W,europa_1,Vitality
27/01/24,BLAST Premier Spring Groups 2024,Astralis,Mirage,16 - 14,W,europa_1,Vitality
27/01/24,BLAST Premier Spring Groups 2024,Astralis,Inferno,10 - 13,L,europa_1,Vitality
26/01/24,BLAST Premier Spring Groups 2024,Falcons,Anubis,13 - 8,W,europa_1,Vitality
26/01/24,BLAST Premier Spring Groups 2024,Falcons,Vertigo,13 - 9,W,europa_1,Vitality
26/01/24,BLAST Premier Spring Groups 2024,Falcons,Nuke,16 - 19,L,europa_1,Vitality
23/01/24,BLAST Premier Spring Groups 2024,Astralis,Overpass,4 - 13,L,europa_1,Vitality
23/01/24,BLAST Premier Spring Groups 2024,Astralis,Vertigo,13 - 6,W,europa_1,Vitality
23/01/24,BLAST Premier Spring Groups 2024,Astralis,Mirage,10 - 13,L,europa_1,Vitality
22/01/24,BLAST Premier Spring Groups 2024,OG,Inferno,13 - 7,W,europa_1,Vitality
22/01/24,BLAST Premier Spring Groups 2024,OG,Mirage,13 - 0,W,europa_1,Vitality
17/12/23,BLAST Premier World Final 2023,FaZe,Nuke,13 - 7,W,europa_1,Vitality
17/12/23,BLAST Premier World Final 2023,FaZe,Inferno,13 - 5,W,europa_1,Vitality
16/12/23,BLAST Premier World Final 2023,Natus Vincere,Inferno,13 - 9,W,europa_1,Vitality
16/12/23,BLAST Premier World Final 2023,Natus Vincere,Anubis,13 - 5,W,europa_1,Vitality
14/12/23,BLAST Premier World Final 2023,Cloud9,Inferno,13 - 8,W,europa_1,Vitality
14/12/23,BLAST Premier World Final 2023,Cloud9,Anubis,13 - 11,W,europa_1,Vitality
13/12/23,BLAST Premier World Final 2023,Natus Vincere,Overpass,13 - 6,W,europa_1,Vitality
13/12/23,BLAST Premier World Final 2023,Natus Vincere,Anubis,13 - 8,W,europa_1,Vitality
26/11/23,BLAST Premier Fall Final 2023,FaZe,Nuke,13 - 11,W,europa_1,Vitality
26/11/23,BLAST Premier Fall Final 2023,FaZe,Vertigo,13 - 3,W,europa_1,Vitality
25/11/23,BLAST Premier Fall Final 2023,Cloud9,Inferno,13 - 11,W,europa_1,Vitality
25/11/23,BLAST Premier Fall Final 2023,Cloud9,Nuke,9 - 13,L,europa_1,Vitality
25/11/23,BLAST Premier Fall Final 2023,Cloud9,Mirage,16 - 13,W,europa_1,Vitality
23/11/23,BLAST Premier Fall Final 2023,Complexity,Inferno,13 - 7,W,europa_1,Vitality
23/11/23,BLAST Premier Fall Final 2023,Complexity,Nuke,13 - 16,L,europa_1,Vitality
23/11/23,BLAST Premier Fall Final 2023,Complexity,Anubis,13 - 2,W,europa_1,Vitality
22/11/23,BLAST Premier Fall Final 2023,HEROIC,Inferno,13 - 9,W,europa_1,Vitality
22/11/23,BLAST Premier Fall Final 2023,HEROIC,Nuke,13 - 6,W,europa_1,Vitality
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Natus Vincere,Inferno,13 - 7,W,europa_1,MOUZ
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Natus Vincere,Dust2,13 - 8,W,europa_1,MOUZ
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Natus Vincere,Mirage,4 - 13,L,europa_1,MOUZ
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Sangal,Mirage,13 - 3,W,europa_1,MOUZ
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Nemiga,Inferno,13 - 3,W,europa_1,MOUZ
01/11/24,BLAST Premier World Final 2024,Vitality,Mirage,6 - 13,L,europa_1,MOUZ
01/11/24,BLAST Premier World Final 2024,Vitality,Dust2,6 - 13,L,europa_1,MOUZ
31/10/24,BLAST Premier World Final 2024,Astralis,Nuke,9 - 13,L,europa_1,MOUZ
31/10/24,BLAST Premier World Final 2024,Astralis,Vertigo,7 - 13,L,europa_1,MOUZ
30/10/24,BLAST Premier World Final 2024,FaZe,Nuke,13 - 11,W,europa_1,MOUZ
30/10/24,BLAST Premier World Final 2024,FaZe,Inferno,16 - 13,W,europa_1,MOUZ
13/10/24,IEM Rio 2024,Natus Vincere,Ancient,11 - 13,L,europa_1,MOUZ
13/10/24,IEM Rio 2024,Natus Vincere,Mirage,13 - 6,W,europa_1,MOUZ
13/10/24,IEM Rio 2024,Natus Vincere,Dust2,2 - 13,L,europa_1,MOUZ
13/10/24,IEM Rio 2024,Natus Vincere,Inferno,11 - 13,L,europa_1,MOUZ
12/10/24,IEM Rio 2024,FURIA,Mirage,13 - 3,W,europa_1,MOUZ
12/10/24,IEM Rio 2024,FURIA,Nuke,13 - 3,W,europa_1,MOUZ
11/10/24,IEM Rio 2024,Vitality,Inferno,13 - 10,W,europa_1,MOUZ
11/10/24,IEM Rio 2024,Vitality,Nuke,13 - 11,W,europa_1,MOUZ
11/10/24,IEM Rio 2024,Vitality,Mirage,7 - 13,L,europa_1,MOUZ
09/10/24,IEM Rio 2024,FaZe,Nuke,13 - 7,W,europa_1,MOUZ
09/10/24,IEM Rio 2024,FaZe,Mirage,14 - 16,L,europa_1,MOUZ
09/10/24,IEM Rio 2024,FaZe,Dust2,13 - 7,W,europa_1,MOUZ
08/10/24,IEM Rio 2024,Complexity,Inferno,16 - 12,W,europa_1,MOUZ
08/10/24,IEM Rio 2024,Complexity,Vertigo,16 - 12,W,europa_1,MOUZ
07/10/24,IEM Rio 2024,FURIA,Dust2,5 - 13,L,europa_1,MOUZ
07/10/24,IEM Rio 2024,FURIA,Mirage,13 - 5,W,europa_1,MOUZ
07/10/24,IEM Rio 2024,FURIA,Nuke,8 - 13,L,europa_1,MOUZ
07/10/24,IEM Rio 2024,paiN,Dust2,13 - 11,W,europa_1,MOUZ
15/09/24,ESL Pro League Season 20,Complexity,Ancient,10 - 13,L,europa_1,MOUZ
15/09/24,ESL Pro League Season 20,Complexity,Vertigo,8 - 13,L,europa_1,MOUZ
14/09/24,ESL Pro League Season 20,fnatic,Mirage,13 - 5,W,europa_1,MOUZ
14/09/24,ESL Pro League Season 20,fnatic,Vertigo,13 - 3,W,europa_1,MOUZ
12/09/24,ESL Pro League Season 20,Complexity,Nuke,6 - 13,L,europa_1,MOUZ
12/09/24,ESL Pro League Season 20,Complexity,Vertigo,8 - 13,L,europa_1,MOUZ
11/09/24,ESL Pro League Season 20,Imperial,Inferno,13 - 16,L,europa_1,MOUZ
11/09/24,ESL Pro League Season 20,Imperial,Dust2,14 - 16,L,europa_1,MOUZ
10/09/24,ESL Pro League Season 20,Rooster,Inferno,13 - 6,W,europa_1,MOUZ
10/09/24,ESL Pro League Season 20,Rooster,Vertigo,19 - 15,W,europa_1,MOUZ
10/09/24,ESL Pro League Season 20,Rooster,Mirage,8 - 13,L,europa_1,MOUZ
31/08/24,BetBoom Dacha Belgrade Season 2,Eternal Fire,Nuke,17 - 19,L,europa_1,MOUZ
31/08/24,BetBoom Dacha Belgrade Season 2,Eternal Fire,Dust2,10 - 13,L,europa_1,MOUZ
30/08/24,BetBoom Dacha Belgrade Season 2,Spirit,Ancient,11 - 13,L,europa_1,MOUZ
30/08/24,BetBoom Dacha Belgrade Season 2,Spirit,Mirage,16 - 14,W,europa_1,MOUZ
30/08/24,BetBoom Dacha Belgrade Season 2,Spirit,Nuke,9 - 13,L,europa_1,MOUZ
29/08/24,BetBoom Dacha Belgrade Season 2,paiN,Nuke,13 - 7,W,europa_1,MOUZ
29/08/24,BetBoom Dacha Belgrade Season 2,paiN,Mirage,13 - 6,W,europa_1,MOUZ
29/08/24,BetBoom Dacha Belgrade Season 2,paiN,Vertigo,12 - 16,L,europa_1,MOUZ
28/08/24,BetBoom Dacha Belgrade Season 2,Eternal Fire,Nuke,13 - 3,W,europa_1,MOUZ
28/08/24,BetBoom Dacha Belgrade Season 2,Eternal Fire,Inferno,13 - 8,W,europa_1,MOUZ
17/08/24,IEM Cologne 2024,Natus Vincere,Mirage,11 - 13,L,europa_1,MOUZ
17/08/24,IEM Cologne 2024,Natus Vincere,Inferno,14 - 16,L,europa_1,MOUZ
16/08/24,IEM Cologne 2024,G2,Mirage,13 - 8,W,europa_1,MOUZ
16/08/24,IEM Cologne 2024,G2,Dust2,13 - 9,W,europa_1,MOUZ
13/08/24,IEM Cologne 2024,Vitality,Vertigo,13 - 16,L,europa_1,MOUZ
13/08/24,IEM Cologne 2024,Vitality,Dust2,6 - 13,L,europa_1,MOUZ
12/08/24,IEM Cologne 2024,Complexity,Nuke,13 - 11,W,europa_1,MOUZ
12/08/24,IEM Cologne 2024,Complexity,Vertigo,13 - 9,W,europa_1,MOUZ
11/08/24,IEM Cologne 2024,Falcons,Ancient,13 - 9,W,europa_1,MOUZ
11/08/24,IEM Cologne 2024,Falcons,Vertigo,11 - 13,L,europa_1,MOUZ
11/08/24,IEM Cologne 2024,Falcons,Nuke,13 - 6,W,europa_1,MOUZ
20/07/24,Esports World Cup 2024,Natus Vincere,Mirage,5 - 13,L,europa_1,MOUZ
20/07/24,Esports World Cup 2024,Natus Vincere,Nuke,8 - 13,L,europa_1,MOUZ
20/07/24,Esports World Cup 2024,Natus Vincere,Dust2,13 - 1,W,europa_1,MOUZ
19/07/24,Esports World Cup 2024,FURIA,Inferno,13 - 7,W,europa_1,MOUZ
19/07/24,Esports World Cup 2024,FURIA,Mirage,11 - 13,L,europa_1,MOUZ
19/07/24,Esports World Cup 2024,FURIA,Nuke,13 - 7,W,europa_1,MOUZ
17/07/24,Esports World Cup 2024,Sashi,Mirage,13 - 5,W,europa_1,MOUZ
17/07/24,Esports World Cup 2024,Sashi,Ancient,13 - 7,W,europa_1,MOUZ
17/07/24,Esports World Cup 2024,Sashi,Nuke,11 - 13,L,europa_1,MOUZ
29/05/24,IEM Dallas 2024,G2,Ancient,10 - 13,L,europa_1,MOUZ
29/05/24,IEM Dallas 2024,G2,Nuke,13 - 5,W,europa_1,MOUZ
29/05/24,IEM Dallas 2024,G2,Inferno,8 - 13,L,europa_1,MOUZ
28/05/24,IEM Dallas 2024,Complexity,Nuke,13 - 6,W,europa_1,MOUZ
28/05/24,IEM Dallas 2024,Complexity,Ancient,13 - 11,W,europa_1,MOUZ
28/05/24,IEM Dallas 2024,Complexity,Vertigo,16 - 19,L,europa_1,MOUZ
27/05/24,IEM Dallas 2024,9z,Nuke,9 - 13,L,europa_1,MOUZ
19/05/24,BetBoom Dacha Belgrade 2024,Spirit,Mirage,13 - 4,W,europa_1,MOUZ
19/05/24,BetBoom Dacha Belgrade 2024,Spirit,Ancient,13 - 9,W,europa_1,MOUZ
19/05/24,BetBoom Dacha Belgrade 2024,Spirit,Vertigo,13 - 11,W,europa_1,MOUZ
18/05/24,BetBoom Dacha Belgrade 2024,HEROIC,Mirage,13 - 8,W,europa_1,MOUZ
18/05/24,BetBoom Dacha Belgrade 2024,HEROIC,Dust2,13 - 9,W,europa_1,MOUZ
16/05/24,BetBoom Dacha Belgrade 2024,Virtus.pro,Mirage,13 - 2,W,europa_1,MOUZ
16/05/24,BetBoom Dacha Belgrade 2024,Virtus.pro,Vertigo,13 - 16,L,europa_1,MOUZ
16/05/24,BetBoom Dacha Belgrade 2024,Virtus.pro,Dust2,13 - 4,W,europa_1,MOUZ
14/05/24,BetBoom Dacha Belgrade 2024,BetBoom,Vertigo,16 - 12,W,europa_1,MOUZ
14/05/24,BetBoom Dacha Belgrade 2024,BetBoom,Dust2,13 - 11,W,europa_1,MOUZ
12/05/24,ESL Pro League Season 19,Vitality,Nuke,13 - 5,W,europa_1,MOUZ
12/05/24,ESL Pro League Season 19,Vitality,Mirage,13 - 8,W,europa_1,MOUZ
12/05/24,ESL Pro League Season 19,Vitality,Inferno,13 - 9,W,europa_1,MOUZ
11/05/24,ESL Pro League Season 19,Complexity,Ancient,13 - 4,W,europa_1,MOUZ
11/05/24,ESL Pro League Season 19,Complexity,Nuke,13 - 9,W,europa_1,MOUZ
11/05/24,ESL Pro League Season 19,Complexity,Vertigo,8 - 13,L,europa_1,MOUZ
09/05/24,ESL Pro League Season 19,G2,Nuke,13 - 4,W,europa_1,MOUZ
09/05/24,ESL Pro League Season 19,G2,Vertigo,13 - 8,W,europa_1,MOUZ
09/05/24,ESL Pro League Season 19,G2,Inferno,3 - 13,L,europa_1,MOUZ
04/05/24,ESL Pro League Season 19,Liquid,Mirage,13 - 7,W,europa_1,MOUZ
04/05/24,ESL Pro League Season 19,Liquid,Nuke,13 - 11,W,europa_1,MOUZ
01/05/24,ESL Pro League Season 19,GamerLegion,Mirage,16 - 12,W,europa_1,MOUZ
01/05/24,ESL Pro League Season 19,GamerLegion,Nuke,13 - 1,W,europa_1,MOUZ
30/04/24,ESL Pro League Season 19,Bad News Kangaroos,Mirage,13 - 8,W,europa_1,MOUZ
30/04/24,ESL Pro League Season 19,Bad News Kangaroos,Vertigo,13 - 3,W,europa_1,MOUZ
14/04/24,IEM Chengdu 2024,FaZe,Nuke,6 - 13,L,europa_1,MOUZ
14/04/24,IEM Chengdu 2024,FaZe,Overpass,10 - 13,L,europa_1,MOUZ
13/04/24,IEM Chengdu 2024,G2,Overpass,13 - 10,W,europa_1,MOUZ
13/04/24,IEM Chengdu 2024,G2,Ancient,7 - 13,L,europa_1,MOUZ
13/04/24,IEM Chengdu 2024,G2,Nuke,13 - 8,W,europa_1,MOUZ
10/04/24,IEM Chengdu 2024,Liquid,Mirage,13 - 6,W,europa_1,MOUZ
10/04/24,IEM Chengdu 2024,Liquid,Inferno,13 - 11,W,europa_1,MOUZ
08/04/24,IEM Chengdu 2024,FURIA,Mirage,13 - 9,W,europa_1,MOUZ
08/04/24,IEM Chengdu 2024,FURIA,Vertigo,16 - 14,W,europa_1,MOUZ
08/04/24,IEM Chengdu 2024,FURIA,Nuke,8 - 13,L,europa_1,MOUZ
08/04/24,IEM Chengdu 2024,TYLOO,Overpass,13 - 11,W,europa_1,MOUZ
29/03/24,PGL CS2 Major Copenhagen 2024,G2,Vertigo,6 - 13,L,europa_1,MOUZ
29/03/24,PGL CS2 Major Copenhagen 2024,G2,Inferno,9 - 13,L,europa_1,MOUZ
22/03/24,PGL CS2 Major Copenhagen 2024,Complexity,Ancient,13 - 2,W,europa_1,MOUZ
22/03/24,PGL CS2 Major Copenhagen 2024,Complexity,Overpass,13 - 1,W,europa_1,MOUZ
21/03/24,PGL CS2 Major Copenhagen 2024,Eternal Fire,Vertigo,13 - 11,W,europa_1,MOUZ
21/03/24,PGL CS2 Major Copenhagen 2024,ECSTATIC,Overpass,13 - 11,W,europa_1,MOUZ
20/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,Spirit,Mirage,13 - 11,W,europa_1,MOUZ
20/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,Spirit,Vertigo,13 - 10,W,europa_1,MOUZ
19/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,ECSTATIC,Overpass,13 - 8,W,europa_1,MOUZ
19/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR B,Guild Eagles,Ancient,16 - 14,W,europa_1,MOUZ
10/02/24,IEM Katowice 2024,FaZe,Ancient,11 - 13,L,europa_1,MOUZ
10/02/24,IEM Katowice 2024,FaZe,Nuke,3 - 13,L,europa_1,MOUZ
06/02/24,IEM Katowice 2024,ENCE,Ancient,13 - 3,W,europa_1,MOUZ
06/02/24,IEM Katowice 2024,ENCE,Vertigo,13 - 5,W,europa_1,MOUZ
05/02/24,IEM Katowice 2024,GamerLegion,Ancient,13 - 6,W,europa_1,MOUZ
05/02/24,IEM Katowice 2024,GamerLegion,Overpass,16 - 14,W,europa_1,MOUZ
04/02/24,IEM Katowice 2024,Cloud9,Ancient,22 - 20,W,europa_1,MOUZ
04/02/24,IEM Katowice 2024,Cloud9,Mirage,13 - 8,W,europa_1,MOUZ
04/02/24,IEM Katowice 2024,Cloud9,Overpass,8 - 13,L,europa_1,MOUZ
20/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,Preasy,Nuke,13 - 9,W,europa_1,MOUZ
20/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,Preasy,Inferno,8 - 13,L,europa_1,MOUZ
20/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,Preasy,Ancient,13 - 2,W,europa_1,MOUZ
20/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,Spirit,Ancient,6 - 13,L,europa_1,MOUZ
20/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,Spirit,Mirage,2 - 13,L,europa_1,MOUZ
19/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,Eternal Fire,Nuke,8 - 13,L,europa_1,MOUZ
19/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,Eternal Fire,Vertigo,13 - 10,W,europa_1,MOUZ
19/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,Eternal Fire,Inferno,14 - 16,L,europa_1,MOUZ
18/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,HEROIC,Ancient,16 - 12,W,europa_1,MOUZ
18/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier B,EYEBALLERS,Mirage,13 - 8,W,europa_1,MOUZ
16/12/23,BLAST Premier World Final 2023,FaZe,Overpass,11 - 13,L,europa_1,MOUZ
16/12/23,BLAST Premier World Final 2023,FaZe,Mirage,11 - 13,L,europa_1,MOUZ
15/12/23,BLAST Premier World Final 2023,Cloud9,Ancient,13 - 7,W,europa_1,MOUZ
15/12/23,BLAST Premier World Final 2023,Cloud9,Mirage,13 - 1,W,europa_1,MOUZ
14/12/23,BLAST Premier World Final 2023,HEROIC,Mirage,13 - 5,W,europa_1,MOUZ
14/12/23,BLAST Premier World Final 2023,HEROIC,Nuke,13 - 7,W,europa_1,MOUZ
13/12/23,BLAST Premier World Final 2023,G2,Vertigo,11 - 13,L,europa_1,MOUZ
13/12/23,BLAST Premier World Final 2023,G2,Ancient,10 - 13,L,europa_1,MOUZ
01/12/23,Elisa Masters Espoo 2023,FURIA,Ancient,7 - 13,L,europa_1,MOUZ
01/12/23,Elisa Masters Espoo 2023,FURIA,Mirage,11 - 13,L,europa_1,MOUZ
30/11/23,Elisa Masters Espoo 2023,Complexity,Ancient,13 - 10,W,europa_1,MOUZ
30/11/23,Elisa Masters Espoo 2023,Complexity,Inferno,13 - 11,W,europa_1,MOUZ
30/11/23,Elisa Masters Espoo 2023,Complexity,Overpass,7 - 13,L,europa_1,MOUZ
30/11/23,Elisa Masters Espoo 2023,Apeks,Inferno,16 - 19,L,europa_1,MOUZ
19/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Cloud9,Inferno,13 - 6,W,europa_1,FaZe
19/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Cloud9,Ancient,7 - 13,L,europa_1,FaZe
19/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Cloud9,Mirage,13 - 6,W,europa_1,FaZe
19/11/24,Perfect World Shanghai Major 2024 Europe RMR A,fnatic,Ancient,13 - 8,W,europa_1,FaZe
19/11/24,Perfect World Shanghai Major 2024 Europe RMR A,fnatic,Anubis,13 - 5,W,europa_1,FaZe
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Vitality,Dust2,11 - 13,L,europa_1,FaZe
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Vitality,Mirage,5 - 13,L,europa_1,FaZe
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Falcons,Nuke,16 - 12,W,europa_1,FaZe
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,Cloud9,Ancient,13 - 8,W,europa_1,FaZe
01/11/24,BLAST Premier World Final 2024,Spirit,Anubis,17 - 19,L,europa_1,FaZe
01/11/24,BLAST Premier World Final 2024,Spirit,Mirage,10 - 13,L,europa_1,FaZe
31/10/24,BLAST Premier World Final 2024,Natus Vincere,Ancient,13 - 6,W,europa_1,FaZe
31/10/24,BLAST Premier World Final 2024,Natus Vincere,Mirage,13 - 8,W,europa_1,FaZe
31/10/24,BLAST Premier World Final 2024,Natus Vincere,Inferno,6 - 13,L,europa_1,FaZe
30/10/24,BLAST Premier World Final 2024,MOUZ,Nuke,11 - 13,L,europa_1,FaZe
30/10/24,BLAST Premier World Final 2024,MOUZ,Inferno,13 - 16,L,europa_1,FaZe
09/10/24,IEM Rio 2024,MOUZ,Nuke,7 - 13,L,europa_1,FaZe
09/10/24,IEM Rio 2024,MOUZ,Mirage,16 - 14,W,europa_1,FaZe
09/10/24,IEM Rio 2024,MOUZ,Dust2,7 - 13,L,europa_1,FaZe
08/10/24,IEM Rio 2024,Liquid,Dust2,13 - 7,W,europa_1,FaZe
08/10/24,IEM Rio 2024,Liquid,Inferno,13 - 6,W,europa_1,FaZe
07/10/24,IEM Rio 2024,paiN,Nuke,13 - 8,W,europa_1,FaZe
07/10/24,IEM Rio 2024,paiN,Mirage,13 - 16,L,europa_1,FaZe
07/10/24,IEM Rio 2024,paiN,Dust2,13 - 9,W,europa_1,FaZe
07/10/24,IEM Rio 2024,FURIA,Dust2,7 - 13,L,europa_1,FaZe
28/09/24,BLAST Premier Fall Final 2024,Natus Vincere,Anubis,2 - 13,L,europa_1,FaZe
28/09/24,BLAST Premier Fall Final 2024,Natus Vincere,Ancient,11 - 13,L,europa_1,FaZe
28/09/24,BLAST Premier Fall Final 2024,Natus Vincere,Inferno,13 - 10,W,europa_1,FaZe
27/09/24,BLAST Premier Fall Final 2024,Liquid,Mirage,13 - 3,W,europa_1,FaZe
27/09/24,BLAST Premier Fall Final 2024,Liquid,Inferno,13 - 6,W,europa_1,FaZe
26/09/24,BLAST Premier Fall Final 2024,Falcons,Dust2,13 - 6,W,europa_1,FaZe
26/09/24,BLAST Premier Fall Final 2024,Falcons,Ancient,20 - 22,L,europa_1,FaZe
26/09/24,BLAST Premier Fall Final 2024,Falcons,Nuke,13 - 11,W,europa_1,FaZe
25/09/24,BLAST Premier Fall Final 2024,G2,Mirage,9 - 13,L,europa_1,FaZe
25/09/24,BLAST Premier Fall Final 2024,G2,Inferno,13 - 6,W,europa_1,FaZe
25/09/24,BLAST Premier Fall Final 2024,G2,Dust2,7 - 13,L,europa_1,FaZe
17/09/24,ESL Pro League Season 20,Complexity,Dust2,9 - 13,L,europa_1,FaZe
17/09/24,ESL Pro League Season 20,Complexity,Anubis,10 - 13,L,europa_1,FaZe
06/09/24,ESL Pro League Season 20,Sangal,Dust2,13 - 5,W,europa_1,FaZe
06/09/24,ESL Pro League Season 20,Sangal,Anubis,13 - 11,W,europa_1,FaZe
05/09/24,ESL Pro League Season 20,Ninjas in Pyjamas,Dust2,13 - 1,W,europa_1,FaZe
05/09/24,ESL Pro League Season 20,Ninjas in Pyjamas,Mirage,13 - 9,W,europa_1,FaZe
05/09/24,ESL Pro League Season 20,Ninjas in Pyjamas,Ancient,11 - 13,L,europa_1,FaZe
04/09/24,ESL Pro League Season 20,FlyQuest,Ancient,13 - 11,W,europa_1,FaZe
04/09/24,ESL Pro League Season 20,FlyQuest,Anubis,13 - 9,W,europa_1,FaZe
03/09/24,ESL Pro League Season 20,Sangal,Nuke,11 - 13,L,europa_1,FaZe
03/09/24,ESL Pro League Season 20,Sangal,Ancient,13 - 11,W,europa_1,FaZe
03/09/24,ESL Pro League Season 20,Sangal,Anubis,2 - 13,L,europa_1,FaZe
25/08/24,BLAST Premier Fall Showdown 2024,OG,Ancient,13 - 8,W,europa_1,FaZe
25/08/24,BLAST Premier Fall Showdown 2024,OG,Dust2,13 - 8,W,europa_1,FaZe
24/08/24,BLAST Premier Fall Showdown 2024,paiN,Mirage,13 - 5,W,europa_1,FaZe
24/08/24,BLAST Premier Fall Showdown 2024,paiN,Inferno,14 - 16,L,europa_1,FaZe
24/08/24,BLAST Premier Fall Showdown 2024,paiN,Anubis,13 - 5,W,europa_1,FaZe
21/08/24,BLAST Premier Fall Showdown 2024,Rare Atom,Ancient,13 - 9,W,europa_1,FaZe
21/08/24,BLAST Premier Fall Showdown 2024,Rare Atom,Inferno,13 - 8,W,europa_1,FaZe
16/08/24,IEM Cologne 2024,SAW,Nuke,14 - 16,L,europa_1,FaZe
16/08/24,IEM Cologne 2024,SAW,Anubis,13 - 11,W,europa_1,FaZe
